Ladik;Sarýksýzoðlu;14826
Ladik;Þehreküstü;133849
Ladik;Þeyhli;13782
Ladik;Soðanlý;154939
Ladik;Söðütlü;15039
Ladik;Tatlýcak;152936
Ladik;Teberoðlu;14357
Ladik;Tüfekçidere;155294
Ladik;Yenicami;14202
Ladik;Yukarýgölyazý;15044
Ladik;Yumaklý;13647
Ladik;Yuvacýk;134814
Salýpazarý;Alan;156399
Salýpazarý;Alanyaykýn;13225
Salýpazarý;Albak;156012
Salýpazarý;Avut;13672
Salýpazarý;Bereket;14835
Salýpazarý;Biçme;201611
Salýpazarý;Çaðlayan;13786
Salýpazarý;Cevizli;14057
Salýpazarý;Çiçekli;14611
Salýpazarý;Dikencik;13833
Salýpazarý;Düzköy;13168
Salýpazarý;Esatçiftliði;201612
Salýpazarý;Fidancýk;14035
Salýpazarý;Fýndýklý;14178
Salýpazarý;Gökçebaþý;14558
Salýpazarý;Gökçeli;13159
Salýpazarý;Güzelvatan;13349
Salýpazarý;Kalfalý;14403
Salýpazarý;Karacalar;158400
Salýpazarý;Karacaören;201613
Salýpazarý;Karadere;14261
Salýpazarý;Karaman;14374
Salýpazarý;Karayonca;13794
Salýpazarý;Kýrgýl;14376
Salýpazarý;Kýzýlot;14080
Salýpazarý;Kocalar;13289
Salýpazarý;Konakören;14230
Salýpazarý;Kuþcuðaz;155291
Salýpazarý;Mumlu;13488
Salýpazarý;Muslubey;14265
Salýpazarý;Orta;14206
Salýpazarý;Sarýhasan;201615
Salýpazarý;Suluca;12949
